serial_no,nice_class_code,mark_id_char,mark_length,statement_text,dict_indicator,pseudo_mark,formatted_text
71006088,12,BROOKS,1,CYCLE-SADDLES,1,,"[CLS]BROOKS [SEP] CYCLE-SADDLES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 12 [SEP] Vehicles; apparatus for locomotion by land, air or water. [SEP] Pseudo mark is  [CLS]"
71006107,6,EGLENTINE,1,"BITS, SPURS, STIRRUPS, BUCKLES, RINGS, TERRETS, AND HAMES",0,,"[CLS]EGLENTINE [SEP] BITS, SPURS, STIRRUPS, BUCKLES, RINGS, TERRETS, AND HAMES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71006117,5,D.D.D.,1,A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP,0,DDD,"[CLS]D.D.D. [SEP] A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is DDD [CLS]"
71006117,5,D.D.D.,1,A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP,0,DD,"[CLS]D.D.D. [SEP] A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is DD [CLS]"
71006117,5,D.D.D.,1,A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP,0,D.D.,"[CLS]D.D.D. [SEP] A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is D.D. [CLS]"
71006117,5,D.D.D.,1,A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP,0,D,"[CLS]D.D.D. [SEP] A REMEDIAL AGENT INTENDED TO RELIEVE ITCHING AND OTHER IRRITATIONS OF THE SKIN AND SCALP [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is D [CLS]"
71006132,6,METALINE,1,"METAL BEARINGS, BUSHINGS, AND JOURNALS",0,,"[CLS]METALINE [SEP] METAL BEARINGS, BUSHINGS, AND JOURNALS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71006164,5,LISTERINE,1,TOOTH-POWDER,0,,"[CLS]LISTERINE [SEP] TOOTH-POWDER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006265,5,"SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW.",74,LINIMENT,0,STON,"[CLS]SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW. [SEP] LINIMENT [SEP] mark absent in Wordnet [SEP] Mark length is 74 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is STON [CLS]"
71006265,5,"SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW.",74,LINIMENT,0,"EAST PRICE, DOLLAR DOCTOR EARLS SLOAN BO","[CLS]SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW. [SEP] LINIMENT [SEP] mark absent in Wordnet [SEP] Mark length is 74 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is EAST PRICE, DOLLAR DOCTOR EARLS SLOAN BO [CLS]"
71006265,5,"SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW.",74,LINIMENT,0,DOCTOR FLAME KILLS ALL PAIN IN MAN OR B,"[CLS]SLOAN'S NERVE & BONE LINIMENT KEEP FROM FIRE OR FLAME KILLS ALL PAIN IN MAN OR BEAST PRICE, ONE DOLLAR DR. EARL S. SLOAN BOSTON, MASS., U.S.A. NONE GENUINE WITHOUT PORTRAIT AND SIGNATURE KEEP WELL CORKED IN A COOL PLACE THIS LINIMENT IS A GREAT WIND PUFF CURE LABEL ENTERED ACCORDING TO ACT OF CONGRESS 1889-1890. TRADEMARK REGISTERED 1890. ANY INFRINGEMENT ON LABEL OR WRAPPER WILL BE PROSECUTED TO FULL EXTENT OF THE LAW. [SEP] LINIMENT [SEP] mark absent in Wordnet [SEP] Mark length is 74 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is DOCTOR FLAME KILLS ALL PAIN IN MAN OR B [CLS]"
71006267,5,CACTINA,1,CARDIAC TONICS AND REMEDIES FOR HEART DISEASES,0,,"[CLS]CACTINA [SEP] CARDIAC TONICS AND REMEDIES FOR HEART DISEASES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006268,5,SENG,1,REMEDIES FOR GASTRIC DERANGEMENTS AND DISEASES OF THE STOMACH AND BOWELS,0,,"[CLS]SENG [SEP] REMEDIES FOR GASTRIC DERANGEMENTS AND DISEASES OF THE STOMACH AND BOWELS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006311,5,PEACOCK'S BROMIDES,2,A MEDICINAL PREPARATION USED AS A NERVE SEDATIVE,0,,"[CLS]PEACOCK'S BROMIDES [SEP] A MEDICINAL PREPARATION USED AS A NERVE SEDATIVE [SEP] mark absent in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006312,5,CHIONIA,1,MEDICINES FOR DISEASES OF THE LIVER,0,,"[CLS]CHIONIA [SEP] MEDICINES FOR DISEASES OF THE LIVER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006321,5,TONGALINE,1,A SPECIFIC FOR NEURALGIA AND RHEUMATISM,0,,"[CLS]TONGALINE [SEP] A SPECIFIC FOR NEURALGIA AND RHEUMATISM [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006339,5,MURINE,1,[ EYE REMEDIES ] * PREPARATION FOR THE HYGIENIC CARE OF THE EYES *,1,,"[CLS]MURINE [SEP] [ EYE REMEDIES ] * PREPARATION FOR THE HYGIENIC CARE OF THE EYES * [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006363,7,MORSE,1,"DRILLS, REAMERS, TAPS, DIES, COUNTER-BORES AND MILLING-CUTTERS",1,,"[CLS]MORSE [SEP] DRILLS, REAMERS, TAPS, DIES, COUNTER-BORES AND MILLING-CUTTERS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 7 [SEP] Machines and machine tools; motors and engines (except for land vehicles); machine coupling and transmission components (except for land vehicles); agricultural implements other than hand-operated; incubators for eggs; automatic vending machines. [SEP] Pseudo mark is  [CLS]"
71006372,29,REX,1,"CURED, SMOKED, AND CANNED MEATS",1,,"[CLS]REX [SEP] CURED, SMOKED, AND CANNED MEATS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 29 [SEP] Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk and milk products; edible oils and fats [SEP] Pseudo mark is  [CLS]"
71006394,25,GOODYEAR RUBBER CO. 1872,4,RUBBER BOOTS AND RUBBER SHOES,0,,"[CLS]GOODYEAR RUBBER CO. 1872 [SEP] RUBBER BOOTS AND RUBBER SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71006423,1,ACME,1,CHLORID OF LIME,1,,"[CLS]ACME [SEP] CHLORID OF LIME [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71006433,25,$4 RALSTON HEALTH SHOE,4,LEATHER BOOTS AND SHOES,0,4 DOLLARS,"[CLS]$4 RALSTON HEALTH SHOE [SEP] LEATHER BOOTS AND SHOES [SEP] mark absent in Wordnet [SEP] Mark length is 4 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is 4 DOLLARS [CLS]"
71006438,27,BIGELOW,1,WOVEN CARPETS AND RUGS,0,,"[CLS]BIGELOW [SEP] WOVEN CARPETS AND RUGS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 27 [SEP] Carpets, rugs, mats and matting, linoleum and other materials for covering existing floors; wall hangings (non-textile). [SEP] Pseudo mark is  [CLS]"
71006495,3,ECHO,1,SOAP,1,,"[CLS]ECHO [SEP] SOAP [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 3 [SEP] Bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations; soaps; perfumery, essential oils, cosmetics, hair lotions; dentifrices. [SEP] Pseudo mark is  [CLS]"
71006540,12,GOULD,1,"CAR COUPLINGS, CAR BUFFERS, DRAFT GEARS, AND PARTS THEREOF",1,,"[CLS]GOULD [SEP] CAR COUPLINGS, CAR BUFFERS, DRAFT GEARS, AND PARTS THEREOF [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 12 [SEP] Vehicles; apparatus for locomotion by land, air or water. [SEP] Pseudo mark is  [CLS]"
71006566,21,WARREN SILVER PLATE CO. NEW YORK QUADRUPLE PLATE,8,"SILVER-PLATED FLAT WARE, HOLLOW WARE, AND TABLEWARE",0,,"[CLS]WARREN SILVER PLATE CO. NEW YORK QUADRUPLE PLATE [SEP] SILVER-PLATED FLAT WARE, HOLLOW WARE, AND TABLEWARE [SEP] mark absent in Wordnet [SEP] Mark length is 8 [SEP] NICE category is 21 [SEP] Household or kitchen utensils and containers; combs and sponges; brushes, (except paintbrushes); brush-making materials; articles for cleaning purposes; steelwool; unworked or semi-worked glass, (except building glass used in building); glassware, porcelain and earthenware. [SEP] Pseudo mark is  [CLS]"
71006569,8,WM. A. ROGERS A. 1. R.,6,SILVER-PLATED FLAT * TABLEWARE * [ WARE COMPRISING FLAT AND HOLLOW WARE ],0,,[CLS]WM. A. ROGERS A. 1. R. [SEP] SILVER-PLATED FLAT * TABLEWARE * [ WARE COMPRISING FLAT AND HOLLOW WARE ] [SEP] mark absent in Wordnet [SEP] Mark length is 6 [SEP] NICE category is 8 [SEP] Hand tools and implements (hand-operated); cutlery; side arms; razors. [SEP] Pseudo mark is  [CLS]
71006605,30,RED STAR,2,YEAST,1,,"[CLS]RED STAR [SEP] YEAST [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71006624,1,CALIFIG,1,LIQUID PURGATIVE COMPOUNDS,0,,"[CLS]CALIFIG [SEP] LIQUID PURGATIVE COMPOUNDS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71006636,15,KNABE,1,PIANOS,0,,[CLS]KNABE [SEP] PIANOS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 15 [SEP] Musical instruments. [SEP] Pseudo mark is  [CLS]
71006653,4,AUTOLINE,1,LUBRICATING OILS FOR JOURNALS AND CYLINDERS,0,,"[CLS]AUTOLINE [SEP] LUBRICATING OILS FOR JOURNALS AND CYLINDERS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
71006697,16,CARTER'S,1,CARBON PAPER,0,,"[CLS]CARTER'S [SEP] CARBON PAPER [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71006702,16,CARTER'S,1,WRITING INKS AND WRITING FLUIDS OF ALL KINDS,0,,"[CLS]CARTER'S [SEP] WRITING INKS AND WRITING FLUIDS OF ALL KINDS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 16 [SEP] Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; artists' and drawing materials; paintbrushes; typewriters and office requisites (except furniture); instructional and teaching materials (except apparatus); plastic materials forsheets, films and bags for wrapping and packaging; printers' type; printing blocks. [SEP] Pseudo mark is  [CLS]"
71006703,1,CARTER'S,1,"MUCILAGE, PASTE, AND ADHESIVE CEMENTS",0,,"[CLS]CARTER'S [SEP] MUCILAGE, PASTE, AND ADHESIVE CEMENTS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71006715,30,GOLD HEART,2,WHEAT-FLOUR,1,,"[CLS]GOLD HEART [SEP] WHEAT-FLOUR [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71006744,6,LOWMOOR,1,"IRON BARS, RODS, SHEETS, PLATES, HOOPING, AND TIRES",0,,"[CLS]LOWMOOR [SEP] IRON BARS, RODS, SHEETS, PLATES, HOOPING, AND TIRES [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 6 [SEP] Common metals and their alloys; metal building materials; transportable buildings of metal; materials of metal for railway tracks; non-electric cables and wires of common metal; ironmongery, small items of metal hardware; pipes and tubes of metal; safes; goods of common metal not included in other classes; ores. [SEP] Pseudo mark is  [CLS]"
71006755,20,"OLD HICKORY ""ANDREW JACKSON"" CHAIR.",5,"RUSTIC CHAIRS, SETTEES, TABLES, AND STOOLS",0,,"[CLS]OLD HICKORY ""ANDREW JACKSON"" CHAIR. [SEP] RUSTIC CHAIRS, SETTEES, TABLES, AND STOOLS [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 20 [SEP] Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, ivory, whalebone or mother-of-pearl; shells; meerschaum; yellow amber. [SEP] Pseudo mark is  [CLS]"
71006766,30,MILKA,1,"[ CHOCOLATE CANDIES, ] CHOCOLATE [ AND PREPARATIONS OF CHOCOLATE AND COCOAS ]",0,,"[CLS]MILKA [SEP] [ CHOCOLATE CANDIES, ] CHOCOLATE [ AND PREPARATIONS OF CHOCOLATE AND COCOAS ] [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 30 [SEP] Coffee, tea, cocoa and artificial coffee; rice; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; edible ices; sugar, honey, treacle; yeast, baking powder; salt; mustard; vinegar, sauces (condiments); spices; ice. [SEP] Pseudo mark is  [CLS]"
71006769,12,AUTOCAR,1,MOTOR-CARS,0,,"[CLS]AUTOCAR [SEP] MOTOR-CARS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 12 [SEP] Vehicles; apparatus for locomotion by land, air or water. [SEP] Pseudo mark is  [CLS]"
71006786,1,SHAKER,1,"SALT FOR TABLE, COOKING, DAIRY, AND GENERAL HOUSEHOLD USES",1,,"[CLS]SHAKER [SEP] SALT FOR TABLE, COOKING, DAIRY, AND GENERAL HOUSEHOLD USES [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 1 [SEP] Chemicals used in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; manures; fire extinguishing compositions; tempering and soldering preparations; chemical substances for preserving foodstuffs; tanning substances; adhesives used in industry. [SEP] Pseudo mark is  [CLS]"
71006792,25,SHIELD BRAND,2,OILED CLOTHING OF ALL KINDS,1,,"[CLS]SHIELD BRAND [SEP] OILED CLOTHING OF ALL KINDS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71006820,4,TEXACO,1,"[ PETROLEUM PRODUCTS, COMPRISING CRUDE PETROLEUM, ] FUEL OILS, [ SOLAR OILS, ] GAS OILS, ILLUMINATING OILS, LUBRICATING OILS, AND ASPHALT OILS",0,,"[CLS]TEXACO [SEP] [ PETROLEUM PRODUCTS, COMPRISING CRUDE PETROLEUM, ] FUEL OILS, [ SOLAR OILS, ] GAS OILS, ILLUMINATING OILS, LUBRICATING OILS, AND ASPHALT OILS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 4 [SEP] Industrial oils and greases; lubricants; dust absorbing, wetting and binding compositions; fuels (including motor spirit) and illuminants; candles and wicks for lighting. [SEP] Pseudo mark is  [CLS]"
71006848,25,DUNLAP,1,HATS AND CAPS,0,,"[CLS]DUNLAP [SEP] HATS AND CAPS [SEP] mark absent in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71006849,25,DUNLAP & CO. EXTRA QUALITY,5,HATS AND CAPS OF ALL KINDS,0,,"[CLS]DUNLAP & CO. EXTRA QUALITY [SEP] HATS AND CAPS OF ALL KINDS [SEP] mark absent in Wordnet [SEP] Mark length is 5 [SEP] NICE category is 25 [SEP] Clothing, footwear, headgear. [SEP] Pseudo mark is  [CLS]"
71006900,7,BULLDOZER,1,WATER PUMPS,1,,[CLS]BULLDOZER [SEP] WATER PUMPS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 7 [SEP] Machines and machine tools; motors and engines (except for land vehicles); machine coupling and transmission components (except for land vehicles); agricultural implements other than hand-operated; incubators for eggs; automatic vending machines. [SEP] Pseudo mark is  [CLS]
71006901,7,GLASS VALVE,2,WATER-PUMPS,1,,[CLS]GLASS VALVE [SEP] WATER-PUMPS [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 7 [SEP] Machines and machine tools; motors and engines (except for land vehicles); machine coupling and transmission components (except for land vehicles); agricultural implements other than hand-operated; incubators for eggs; automatic vending machines. [SEP] Pseudo mark is  [CLS]
71006944,5,DIAMOND,1,ANTISEPTICS,1,,"[CLS]DIAMOND [SEP] ANTISEPTICS [SEP] mark present in Wordnet [SEP] Mark length is 1 [SEP] NICE category is 5 [SEP] Pharmaceutical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical use, food for babies; dietary supplements for humans and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides. [SEP] Pseudo mark is  [CLS]"
71006945,8,PS STUBS,2,"FILES [ , SAW BLADES; JOINT TOOLS WITH CUTTING EDGES, COMPRISING CUTTING PLIERS AND NIPPERS; SCULPTORS' AND ENGRAVERS' TOOLS, AND SCREW PLATES, (I. E. PLATES FOR CUTTING SCREWS) ]",1,PS STUBS,"[CLS]PS STUBS [SEP] FILES [ , SAW BLADES; JOINT TOOLS WITH CUTTING EDGES, COMPRISING CUTTING PLIERS AND NIPPERS; SCULPTORS' AND ENGRAVERS' TOOLS, AND SCREW PLATES, (I. E. PLATES FOR CUTTING SCREWS) ] [SEP] mark present in Wordnet [SEP] Mark length is 2 [SEP] NICE category is 8 [SEP] Hand tools and implements (hand-operated); cutlery; side arms; razors. [SEP] Pseudo mark is PS STUBS [CLS]"
